Rank,Last2 (1字+譜),Last3 (2字+譜),Last4 (3字+譜),Last5 (4字+譜),Last6 (5字+譜),Last7 (6字+譜),Last8 (7字+譜),Last9 (8字+譜)
987,,尾張譜 (1),梅園禽譜 (1),泉書上図譜 (1),麗遠楽比巴譜 (1),,,
988,,褾紙譜 (1),梅園菌譜 (1),訂名公書譜 (1),高麗楽両絃譜 (1),,,
989,,年年譜 (1),薩摩鳥譜 (1),馬楽篳篥譜 (1),伝授書並楽譜 (1),,,
990,,賀家譜 (1),譜海草譜 (1),篥箏平調譜 (1),狛近真陵王譜 (1),,,
991,,自歴譜 (1),敬所印譜 (1),玩貝類図譜 (1),笛秘曲仮名譜 (1),,,
992,,実年譜 (1),文化画譜 (1),江水産図譜 (1),列國君臣系譜 (1),,,
993,,及系譜 (1),堂并系譜 (1),一橋家系譜 (1),着模様振袖譜 (1),,,
994,,丹家譜 (1),灯籠図譜 (1),竜笛鳳笙譜 (1),照大神君年譜 (1),,,
995,,并家譜 (1),園籬圖譜 (1),総介斎良譜 (1),奉行歴代名譜 (1),,,
996,,瀬家譜 (1),等品花譜 (1),閑院家系譜 (1),常行堂声明譜 (1),,,
997,,掌家譜 (1),島植物譜 (1),近将監系譜 (1),尚斎先生年譜 (1),,,
998,,岐家譜 (1),晩成図譜 (1),守輝綱系譜 (1),具盤渉調の譜 (1),,,
999,,銘年譜 (1),柳川畫譜 (1),寺前住世譜 (1),声明曲方章譜 (1),,,
1000,,地図譜 (1),魚類圖譜 (1),大還閣琴譜 (1),名寺声明古譜 (1),,,
1001,,冊名譜 (1),山氏介譜 (1),田安府系譜 (1),明并伽陀仮譜 (1),,,
1002,,諧系譜 (1),動物圖譜 (1),渡辺氏系譜 (1),博士習所仮譜 (1),,,
1003,,間棋譜 (1),日本魚譜 (1),渡辺氏族譜 (1),龍笛假名案譜 (1),,,
1004,,掛リ譜 (1),禪師年譜 (1),浦梅潭年譜 (1),撰定外鳳笙譜 (1),,,
1005,,武略譜 (1),勝名所譜 (1),杉浦家系譜 (1),調撥合調子譜 (1),,,
1006,,松平譜 (1),産物図譜 (1),本亡羊年譜 (1),合一具撃物譜 (1),,,
1007,,華年譜 (1),昌堂泉譜 (1),馬人物画譜 (1),一具笙箏両譜 (1),,,
1008,,鑑年譜 (1),心草科譜 (1),劔録海棠譜 (1),一具笛撃物譜 (1),,,
1009,,花系譜 (1),伯林菌譜 (1),齋寫眞畫譜 (1),香一具鳳笙譜 (1),,,
1010,,真形譜 (1),古活字譜 (1),物寫生圖譜 (1),蘇合香横笛譜 (1),,,
1011,,現御譜 (1),伝仮名譜 (1),国旌旗図譜 (1),合香羯鼓之譜 (1),,,
1012,,軍略譜 (1),秋楽本譜 (1),佐々木家譜 (1),救荒啓蒙野譜 (1),,,
1013,,燈年譜 (1),旋復訳譜 (1),前田御年譜 (1),生軒内科方譜 (1),,,
1014,,当統譜 (1),旋国字譜 (1),可睡斎略譜 (1),香合万秋楽譜 (1),,,
1015,,院宮譜 (1),旋竜笛譜 (1),各門蹟系譜 (1),長秋宮横笛譜 (1),,,
1016,,流笛譜 (1),旋篳篥譜 (1),条流断家譜 (1),譜付笠間氏譜 (1),,,
1017,,倉家譜 (1),玉石圖譜 (1),田流筝曲譜 (1),威公義公年譜 (1),,,
1018,,作文譜 (1),葭堂魚譜 (1),家中略系譜 (1),原量秋鳳笙譜 (1),,,
1019,,主系譜 (1),甘氏宗譜 (1),使親長年譜 (1),原繁秋鳳笙譜 (1),,,
1020,,跡之譜 (1),甘氏家譜 (1),新撰藩翰譜 (1),原竜秋鳳笙譜 (1),,,
1021,,蹴鞠譜 (1),劉氏家譜 (1),国君臣系譜 (1),鳳笙只拍子譜 (1),,,
1022,,尽鞠譜 (1),錢氏宗譜 (1),守豊範系譜 (1),原幸秋鳳笙譜 (1),,,
1023,,親戚譜 (1),雲林石譜 (1),町奉行統譜 (1),物語年立系譜 (1),,,
1024,,外戚譜 (1),紫石蘭譜 (1),地図并系譜 (1),宮御田祭歌譜 (1),,,
1025,,書並譜 (1),二月画譜 (1),華名人図譜 (1),所御神楽歌譜 (1),,,
1026,,寺年譜 (1),斎翎毛譜 (1),町奉行職譜 (1),進流声明私譜 (1),,,
1027,,小説譜 (1),山堂画譜 (1),利公御年譜 (1),梨書伽陀仮譜 (1),,,
1028,,画竹譜 (1),口合画譜 (1),蒹葭堂琴譜 (1),南竹臨調子譜 (1),,,
1029,,教年譜 (1),社中画譜 (1),公一代雑譜 (1),都右方人系譜 (1),,,
1030,,能略譜 (1),紙褾紙譜 (1),鉾古代図譜 (1),多野流平曲譜 (1),,,
1031,,殿竹譜 (1),道年年譜 (1),那名刻印譜 (1),曲竜笛仮字譜 (1),,,
1032,,肩鼓譜 (1),孝公年譜 (1),水先生年譜 (1),音旦御目見譜 (1),,,
1033,,世碁譜 (1),須賀家譜 (1),榕自叙年譜 (1),芝家伝来舞譜 (1),,,
1034,,牙籌譜 (1),尚自歴譜 (1),物理学図譜 (1),納言物語系譜 (1),,,
1035,,雷秘譜 (1),諸師年譜 (1),和蘭王系譜 (1),家近代家系譜 (1),,,
1036,,藩名譜 (1),行実年譜 (1),八種四体譜 (1),流八十八曲譜 (1),,,
1037,,中星譜 (1),伝及系譜 (1),桂川家印譜 (1),儀立合右舞譜 (1),,,
1038,,洞門譜 (1),平井家譜 (1),忠武侯年譜 (1),広猶懐中笙譜 (1),,,
1039,,今田譜 (1),伊丹家譜 (1),内逍遥印譜 (1),林広貫右舞譜 (1),,,
1040,,羯皷譜 (1),伝并家譜 (1),詩七言画譜 (1),林広貫琵琶譜 (1),,,
1041,,雲上譜 (1),小瀬家譜 (1),人俳諧画譜 (1),神楽和琴秘譜 (1),,,
1042,,路家譜 (1),職掌家譜 (1),汝亭群芳譜 (1),鐘調太食調譜 (1),,,
1043,,斎方譜 (1),主歴代譜 (1),桂杏聯芳譜 (1),琵琶引方案譜 (1),,,
1044,,指掌譜 (1),土岐家譜 (1),谷川家系譜 (1),舞楽用篳篥譜 (1),,,
1045,,斉画譜 (1),氏略系譜 (1),家歴代印譜 (1),舞楽用鳳笙譜 (1),,,
1046,,太年譜 (1),塔銘年譜 (1),家累代印譜 (1),原定輔琵琶譜 (1),,,
1047,,庵花譜 (1),一詩画譜 (1),家旗章略譜 (1),風俗篳篥本譜 (1),,,
1048,,上竹譜 (1),城地図譜 (1),御旗印図譜 (1),生居一絃琴譜 (1),,,
1049,,古箋譜 (1),諸家略譜 (1),撰寛永銭譜 (1),伝授四大曲譜 (1),,,
1050,,附図譜 (1),短冊名譜 (1),生俳諧画譜 (1),家琵琶一部譜 (1),,,
1051,,蕈図譜 (1),鎮侯年譜 (1),内弘化句譜 (1),大山引声墨譜 (1),,,
1052,,科図譜 (1),俳諧系譜 (1),五果実画譜 (1),笙管弦之秘譜 (1),,,
1053,,四穴譜 (1),年間棋譜 (1),羽名筆画譜 (1),鳳笙中小曲譜 (1),,,
1054,,子秘譜 (1),親王系譜 (1),張州英画譜 (1),鳳笙呂律秘譜 (1),,,
1055,,仕年譜 (1),祠官系譜 (1),瀟々亭石譜 (1),鳳鳴抄付箏譜 (1),,,
1056,,室家譜 (1),璃大系譜 (1),翎毛花果譜 (1),庭楽外五曲譜 (1),,,
1057,,儀画譜 (1),之掛リ譜 (1),竹先生印譜 (1),楽只拍子箏譜 (1),,,
1058,,軍年譜 (1),公武略譜 (1),崎紅葉印譜 (1),楽只拍子笛譜 (1),,,
1059,,家款譜 (1),竜華年譜 (1),晁山水画譜 (1),蘇合香大曲譜 (1),,,
1060,,廬印譜 (1),軍鑑年譜 (1),形流畧印譜 (1),万秋楽篳篥譜 (1),,,
1061,,四画譜 (1),諧花系譜 (1),倣古今画譜 (1),并採桑老舞譜 (1),,,
1062,,譜印譜 (1),星真形譜 (1),一先生印譜 (1),笙琵琶対照譜 (1),,,
1063,,堂硯譜 (1),権現御譜 (1),工雛形画譜 (1),万秋楽鳳笙譜 (1),,,
1064,,游印譜 (1),将軍略譜 (1),勢家花押譜 (1),密宗声明系譜 (1),,,
1065,,琴印譜 (1),法燈年譜 (1),楼古鑑図譜 (1),声明相承系譜 (1),,,
1066,,説秘譜 (1),承当統譜 (1),水石堂印譜 (1),書目並詩牌譜 (1),,,
1067,,中家譜 (1),淡藩翰譜 (1),鉄山房印譜 (1),役者師弟系譜 (1),,,
1068,,秘説譜 (1),賀略系譜 (1),眠山人印譜 (1),山田流箏曲譜 (1),,,
1069,,波舞譜 (1),声光詞譜 (1),強勉斎印譜 (1),歌并巫子舞譜 (1),,,
1070,,琴古譜 (1),蓮院宮譜 (1),眼居士印譜 (1),楽篳篥仮名譜 (1),,,
1071,,琴楽譜 (1),禅燈世譜 (1),松香館印譜 (1),俗神楽歌舞譜 (1),,,
1072,,箏古譜 (1),田流笛譜 (1),侯頼寛印譜 (1),道灌頂附楽譜 (1),,,
1073,,廟世譜 (1),板倉家譜 (1),鎌倉古瓦譜 (1),陵王荒序笙譜 (1),,,
1074,,明楽譜 (1),書作文譜 (1),飛鴻堂印譜 (1),王荒序鳳笙譜 (1),,,
1075,,三五譜 (1),秋列国譜 (1),問竒亭印譜 (1),王荒序舞秘譜 (1),,,
1076,,十首譜 (1),神御年譜 (1),博山居印譜 (1),趣経々頭私譜 (1),,,
1077,,楽破譜 (1),斎公年譜 (1),李王家印譜 (1),理趣経中曲譜 (1),,,
1078,,天楽譜 (1),翁御年譜 (1),田早苗印譜 (1),琉球三絃楽譜 (1),,,
1079,,貴徳譜 (1),始祖年譜 (1),田半迂印譜 (1),笛大曲仮名譜 (1),,,
1080,,席田譜 (1),神主系譜 (1),竒勝堂印譜 (1),竜笛中小曲譜 (1),,,
1081,,秘蔵譜 (1),門跡之譜 (1),世諸家印譜 (1),破新羅陵王譜 (1),,,
1082,,鞨皷譜 (1),曲尽鞠譜 (1),米菴等印譜 (1),梁塵并糸竹譜 (1),,,
1083,,楽維譜 (1),戸外戚譜 (1),頼山陽印譜 (1),祭舞人輪作譜 (1),,,
1084,,城楽譜 (1),諸姓系譜 (1),保育唱歌譜 (1),御作古言調譜 (1),,,
1085,,皇帝譜 (1),国諸家譜 (1),王寺篳篥譜 (1),講並郢曲墨譜 (1),,,
1086,,律音譜 (1),並朗詠譜 (1),相伝血脉譜 (1),伊豆宿禰系譜 (1),,,
1087,,私案譜 (1),楽曲笛譜 (1),脉道統之譜 (1),伊勢国士系譜 (1),,,
1088,,宗略譜 (1),伝書並譜 (1),善本留真譜 (1),熱田旧家系譜 (1),,,
1089,,軽図譜 (1),役者年譜 (1),服部氏系譜 (1),眼目篇訳図譜 (1),,,
1090,,掌中譜 (1),斎自叙譜 (1),竹浄瑠璃譜 (1),譜附竹中系譜 (1),,,
1091,,八図譜 (1),氏御系譜 (1),西王氏銃譜 (1),安藤帯刀系譜 (1),,,
1092,,橘柿譜 (1),候御系譜 (1),斎歴史画譜 (1),山神戸氏系譜 (1),,,
1093,,止点譜 (1),徳寺年譜 (1),る玩具図譜 (1),今川家諸系譜 (1),,,
1094,,修製譜 (1),史小説譜 (1),庄道芳家譜 (1),家瀬名家系譜 (1),,,
1095,,手綱譜 (1),関流系譜 (1),庄宗武家譜 (1),梅小路家系譜 (1),,,
1096,,功之譜 (1),坡画竹譜 (1),代皇后略譜 (1),大年表要翰譜 (1),,,
1097,,古韻譜 (1),実教年譜 (1),平山申氏譜 (1),助副充君系譜 (1),,,
1098,,帳画譜 (1),忠能略譜 (1),川幕府家譜 (1),皇子皇孫系譜 (1),,,
1099,,資系譜 (1),成公年譜 (1),徳川家年譜 (1),孫親王家系譜 (1),,,
1100,,魚図譜 (1),宮御系譜 (1),州金氏族譜 (1),郡錦織氏系譜 (1),,,
1101,,群英譜 (1),子御家譜 (1),門学脈系譜 (1),大石小山系譜 (1),,,
1102,,川堤譜 (1),亭家系譜 (1),圀旗章図譜 (1),炊御門家系譜 (1),,,
1103,,衆名譜 (1),陽殿竹譜 (1),姓河野家譜 (1),正親町家系譜 (1),,,
1104,,鐙師譜 (1),歌肩鼓譜 (1),州李氏世譜 (1),大久保総系譜 (1),,,
1105,,智家譜 (1),当世碁譜 (1),庵先生年譜 (1),臣古賀氏系譜 (1),,,
1106,,抄略譜 (1),雲雷秘譜 (1),本外史系譜 (1),小笠原氏系譜 (1),,,
1107,,吉棋譜 (1),我家系譜 (1),治年間日譜 (1),方家代々家譜 (1),,,
1108,,人碁譜 (1),駿藩名譜 (1),代名人年譜 (1),平麁配之系譜 (1),,,
1109,,亭棋譜 (1),人洞門譜 (1),生全集年譜 (1),奥の細道画譜 (1),,,
1110,,暦碁譜 (1),古今田譜 (1),縄島草木譜 (1),小田一流系譜 (1),,,
1111,,家棋譜 (1),統御系譜 (1),館植物図譜 (1),越智家御系譜 (1),,,
1112,,百泉譜 (1),小路家譜 (1),英類聚図譜 (1),塙保己一年譜 (1),,,
1113,,岳雪譜 (1),科家系譜 (1),百千鳥禽譜 (1),大田南畝印譜 (1),,,
1114,,諸族譜 (1),黙斎方譜 (1),将翁軒禽譜 (1),家伝君臣系譜 (1),,,
1115,,玄年譜 (1),暦指掌譜 (1),尾政美画譜 (1),諸士本末系譜 (1),,,
1116,,勝年譜 (1),な御系譜 (1),西舶上画譜 (1),文晁山水畫譜 (1),,,
1117,,照公譜 (1),栄語系譜 (1),季草花図譜 (1),歴代名公畫譜 (1),,,
1118,,猷公譜 (1),清館印譜 (1),尾形流画譜 (1),菅家正統系譜 (1),,,
1119,,有公譜 (1),泉啄木譜 (1),肖像図絵譜 (1),州水戸御系譜 (1),,,
1120,,憲公譜 (1),筆琵琶譜 (1),並松村家譜 (1),山川円山系譜 (1),,,
1121,,昭公譜 (1),位式図譜 (1),幹摹古印譜 (1),郎信綱家系譜 (1),,,
1122,,章公譜 (1),正続書譜 (1),図扶桑画譜 (1),了琢書上系譜 (1),,,
1123,,信公譜 (1),蘭斉画譜 (1),唐本草石譜 (1),蓮院門跡系譜 (1),,,
1124,,明公譜 (1),藤太年譜 (1),博物館獣譜 (1),政重脩諸家譜 (1),,,
1125,,功年譜 (1),芳中画譜 (1),雲停鯉魚譜 (1),寺鍋島家家譜 (1),,,
1126,,脈之譜 (1),変古箋譜 (1),和漢花鳥譜 (1),木庵和尚年譜 (1),,,
1127,,権祝譜 (1),外科図譜 (1),楽篳篥之譜 (1),細川忠興公譜 (1),,,
1128,,蜻蜒譜 (1),調子秘譜 (1),小調子密譜 (1),家龍笛要録譜 (1),,,
1129,,鳴秘譜 (1),参仕年譜 (1),絃只拍子譜 (1),天王腕磨名譜 (1),,,
1130,,菩薩譜 (1),岩室家譜 (1),以来新作譜 (1),熊野三党系譜 (1),,,
1131,,女略譜 (1),生家系譜 (1),月琴弾法譜 (1),黒川大衡系譜 (1),,,
1132,,大字譜 (1),礼儀画譜 (1),伽陀附物譜 (1),黒田家御系譜 (1),,,
1133,,公欸譜 (1),岸氏系譜 (1),百曲篳篥譜 (1),よび直茂公譜 (1),,,
1134,,琶案譜 (1),勝景画譜 (1),之湯釜図譜 (1),佑鍋島茂里譜 (1),,,
1135,,月照譜 (1),子祥画譜 (1),伊達家略譜 (1),御一家御系譜 (1),,,
1136,,庵琴譜 (1),右軍年譜 (1),甲斐少将譜 (1),州家等之系譜 (1),,,
1137,,要琴譜 (1),名家款譜 (1),山灌頂系譜 (1),家文書並系譜 (1),,,
1138,,雲箏譜 (1),蝸廬印譜 (1),古模様図譜 (1),解體新書圖譜 (1),,,
1139,,撰定譜 (1),画四画譜 (1),蒔絵師系譜 (1),市川佰莚之譜 (1),,,
1140,,妓楽譜 (1),年譜印譜 (1),島県草木譜 (1),乾徳公略年譜 (1),,,
1141,,歌奏譜 (1),端堂硯譜 (1),藍水人薓譜 (1),田松平氏年譜 (1),,,
1142,,者舞譜 (1),西游印譜 (1),本近代銭譜 (1),宗氏始祖系譜 (1),,,
1143,,詠歌譜 (1),竹涯印譜 (1),背文考銭譜 (1),笛附物仮名譜 (1),,,
1144,,物ノ譜 (1),春琴印譜 (1),月旦古泉譜 (1),笛序遠曲秘譜 (1),,,
1145,,楽ノ譜 (1),海屋印譜 (1),補正燈世譜 (1),信興公御年譜 (1),,,
1146,,医家譜 (1),琶説秘譜 (1),村上派系譜 (1),正統世録系譜 (1),,,
1147,,齋書譜 (1),侍中家譜 (1),人芸林名譜 (1),児屋家根系譜 (1),,,
1148,,寶錢譜 (1),下秘説譜 (1),図聚珍画譜 (1),はりことの譜 (1),,,
1149,,沿革譜 (1),海波舞譜 (1),累世遺印譜 (1),々木京極系譜 (1),,,
1150,,姓名譜 (1),和琴古譜 (1),間象山印譜 (1),竹壱岐守系譜 (1),,,
1151,,道路譜 (1),秦箏古譜 (1),国鐔工系譜 (1),佐竹分流系譜 (1),,,
1152,,来略譜 (1),菅廟世譜 (1),茶碗師統譜 (1),峯寺検校略譜 (1),,,
1153,,堂書譜 (1),和舞歌譜 (1),弥三家刀譜 (1),修伊集院系譜 (1),,,
1154,,倭画譜 (1),山院家譜 (1),茶家年暦譜 (1),滋野井家系譜 (1),,,
1155,,誹系譜 (1),宗明楽譜 (1),土帝王印譜 (1),島津家御系譜 (1),,,
1156,,光画譜 (1),子仮名譜 (1),私解剖図譜 (1),肥陽丗家畧譜 (1),,,
1157,,荼庵譜 (1),曲十首譜 (1),俊兄弟系譜 (1),楽歌声腔調譜 (1),,,
1158,,球年譜 (1),王楽破譜 (1),石玉田印譜 (1),應世編年略譜 (1),,,
1159,,長崎譜 (1),十天楽譜 (1),細井氏印譜 (1),潮音和尚年譜 (1),,,
1160,,諧点譜 (1),尊席田譜 (1),山貫道印譜 (1),天桂和尚年譜 (1),,,
1161,,他日譜 (1),王荒序譜 (1),和楽遺印譜 (1),荒木田氏系譜 (1),,,
1162,,革図譜 (1),篥伝授譜 (1),幽谷遺印譜 (1),尊観上人系譜 (1),,,
1163,,嗣法譜 (1),御秘蔵譜 (1),斎米庵印譜 (1),誕生已後年譜 (1),,,
1164,,継家譜 (1),楽琵琶譜 (1),澤芦雪印譜 (1),謙信流太鼓譜 (1),,,
1165,,リ系譜 (1),歌楽維譜 (1),高芙蓉印譜 (1),主上道氏系譜 (1),,,
1166,,残御譜 (1),秋楽箏譜 (1),月先生印譜 (1),川氏両家系譜 (1),,,
1167,,革依譜 (1),還城楽譜 (1),工横谷系譜 (1),親王方御系譜 (1),,,
1168,,残人譜 (1),将律音譜 (1),神官禰宜譜 (1),并諸門跡系譜 (1),,,
1169,,秀系譜 (1),帝私案譜 (1),神宮禰宜譜 (1),部御家御系譜 (1),,,
1170,,也系譜 (1),護宗略譜 (1),鑓起源略譜 (1),御家中新古譜 (1),,,
1171,,雄系譜 (1),津軽図譜 (1),冶年略系譜 (1),戸諸士古新譜 (1),,,
1172,,政年譜 (1),門山年譜 (1),売扇庵扇譜 (1),来御徒目付譜 (1),,,
1173,,大鼓譜 (1),旨掌中譜 (1),内金工名譜 (1),経光公御系譜 (1),,,
1174,,觱楽譜 (1),十八図譜 (1),平通寶銭譜 (1),海野彬之年譜 (1),,,
1175,,貫通譜 (1),蘭橘柿譜 (1),峨撫箏雅譜 (1),見氏根元系譜 (1),,,
1176,,峯印譜 (1),堂名花譜 (1),阿弥家刀譜 (1),訪氏代々系譜 (1),,,
1177,,影印譜 (1),古止点譜 (1),並家木家譜 (1),静寛院宮系譜 (1),,,
1178,,中印譜 (1),伝統系譜 (1),家御長家譜 (1),西漢外戚略譜 (1),,,
1179,,職印譜 (1),武功之譜 (1),東播侯系譜 (1),者方之御系譜 (1),,,
1180,,香印譜 (1),唐菓子譜 (1),豊國公年譜 (1),西大将軍宮譜 (1),,,
1181,,貫印譜 (1),夷草木譜 (1),居家中興譜 (1),及持明院系譜 (1),,,
1182,,杉印譜 (1),塩松勝譜 (1),坪流善御譜 (1),戸窯家大系譜 (1),,,
1183,,夢印譜 (1),酒井家譜 (1),補正灯世譜 (1),大聖寺藩系譜 (1),,,
1184,,挙印譜 (1),紋帳画譜 (1),源氏御年譜 (1),宝寺屋形系譜 (1),,,
1185,,之印譜 (1),寺宮系譜 (1),板倉家々譜 (1),悉曇総伝系譜 (1),,,
1186,,皐印譜 (1),貞資系譜 (1),石州生花譜 (1),本朝畫家系譜 (1),,,
1187,,湖印譜 (1),閤記図譜 (1),鬼彌太建譜 (1),并外二家系譜 (1),,,
1188,,鱗印譜 (1),螺魚図譜 (1),南豊諸系譜 (1),但馬名家系譜 (1),,,
1189,,彦印譜 (1),寿草図譜 (1),代刑罰図譜 (1),伊達家御系譜 (1),,,
1190,,歌印譜 (1),寸堂算譜 (1),田本宗系譜 (1),譜並氏族系譜 (1),,,
1191,,風印譜 (1),略伝系譜 (1),香山草木譜 (1),田中一閑系譜 (1),,,
1192,,処印譜 (1),名衆名譜 (1),栗仮名案譜 (1),種子島氏系譜 (1),,,
1193,,師印譜 (1),図並系譜 (1),唐詩盆山譜 (1),氏書翰並系譜 (1),,,
1194,,漢印譜 (1),剣工系譜 (1),水戸家系譜 (1),知久家御系譜 (1),,,
1195,,巌印譜 (1),多氏系譜 (1),水野家系譜 (1),千葉東氏系譜 (1),,,
1196,,真印譜 (1),陽御系譜 (1),神楽歌秘譜 (1),及九人衆系譜 (1),,,
1197,,蹄印譜 (1),越智家譜 (1),秘伝島津譜 (1),楽寺蔵御系譜 (1),,,
1198,,人款譜 (1),多識図譜 (1),義直御年譜 (1),津軽家御系譜 (1),,,
1199,,雅印譜 (1),造世系譜 (1),福島家系譜 (1),光東遊諸歌譜 (1),,,
1200,,元印譜 (1),声抄略譜 (1),茂公三徳譜 (1),ひちりき楽譜 (1),,,
1201,,鋳印譜 (1),集仮名譜 (1),白檍原龍譜 (1),箏曲伝授系譜 (1),,,
1202,,岡印譜 (1),棋家系譜 (1),古稀世泉譜 (1),巫子舞神楽譜 (1),,,
1203,,海印譜 (1),源吉棋譜 (1),新刻百銭譜 (1),新撰八雲琴譜 (1),,,
1204,,逸印譜 (1),門人碁譜 (1),泉出入図譜 (1),庭楽回抔楽譜 (1),,,
1205,,林印譜 (1),林亭棋譜 (1),鐙彫刻系譜 (1),安摩陵王舞譜 (1),,,
1206,,篆印譜 (1),宝暦碁譜 (1),島仮名家譜 (1),俊賀今様墨譜 (1),,,
1207,,竜印譜 (1),名家棋譜 (1),菅原氏系譜 (1),附笛譜和琴譜 (1),,,
1208,,重印譜 (1),人物図譜 (1),当流伝統譜 (1),楽五聖楽私譜 (1),,,
1209,,賢印譜 (1),代系図譜 (1),得度者略譜 (1),衆経音義韻譜 (1),,,
1210,,黒印譜 (1),富岳雪譜 (1),保護鳥図譜 (1),久保物語系譜 (1),,,
1211,,喜印譜 (1),聚略方譜 (1),浄瑠璃家譜 (1),野お通七段譜 (1),,,
1212,,昌印譜 (1),野氏族譜 (1),楽名調楽譜 (1),神宮神楽歌譜 (1),,,
1213,,亨印譜 (1),傳職年譜 (1),古瀬戸図譜 (1),狩野周信印譜 (1),,,
1214,,能印譜 (1),信玄年譜 (1),還城楽舞譜 (1),狩野典信印譜 (1),,,
1215,,芳印譜 (1),利勝年譜 (1),原有馬世譜 (1),西洋行軍鼓譜 (1),,,
1216,,順印譜 (1),憲公年譜 (1),伝灯総系譜 (1),観生居月琴譜 (1),,,
1217,,厓印譜 (1),東照公譜 (1),三州志図譜 (1),世家伝仮面譜 (1),,,
1218,,擬印譜 (1),台徳公譜 (1),和源氏系譜 (1),山声曲血脈譜 (1),,,
1219,,押印譜 (1),大猷公譜 (1),同張氏派譜 (1),山蠆芥集仮譜 (1),,,
1220,,琶古譜 (1),厳有公譜 (1),仁同氏世譜 (1),禁裏楽器并譜 (1),,,
1221,,緒の譜 (1),常憲公譜 (1),寛永諸家譜 (1),還城楽右舞譜 (1),,,
1222,,秦箏譜 (1),文昭公譜 (1),久親王年譜 (1),音初二三重譜 (1),,,
1223,,家笛譜 (1),有章公譜 (1),李王家世譜 (1),授及道統系譜 (1),,,
1224,,篥曲譜 (1),有徳公譜 (1),給松平系譜 (1),和解音曲笛譜 (1),,,
1225,,中略譜 (1),惇信公譜 (1),洋船聚図譜 (1),拍子拍子八譜 (1),,,
1226,,舞案譜 (1),浚明公譜 (1),的伝正統譜 (1),件歎願書印譜 (1),,,
1227,,酒舞譜 (1),軍功年譜 (1),ぞなぞ画譜 (1),四親王家系譜 (1),,,
1228,,自筆譜 (1),血脈之譜 (1),明治御系譜 (1),讃岐国古瓦譜 (1),,,
1229,,歌案譜 (1),祝権祝譜 (1),中古今之譜 (1),侍読臣之年譜 (1),,,
1230,,蛬古譜 (1),鳳鳴秘譜 (1),松嶋家系譜 (1),ゴリオ聖歌譜 (1),,,
1231,,秘伝譜 (1),子女略譜 (1),浅尾家系譜 (1),主代本山系譜 (1),,,
1232,,並同譜 (1),板大字譜 (1),文筌古文譜 (1),願寺代々略譜 (1),,,
1233,,生茶譜 (1),丈島図譜 (1),宗邦御系譜 (1),山聞光寺家譜 (1),,,
1234,,香彩譜 (1),名公欸譜 (1),歌なし楽譜 (1),家竜笛要録譜 (1),,,
1235,,附年譜 (1),万物画譜 (1),流尺八吾譜 (1),三編立斎画譜 (1),,,
1236,,文画譜 (1),小山畫譜 (1),前守鎮政譜 (1),朝歴代年号譜 (1),,,
1237,,真写譜 (1),石斎印譜 (1),桐山氏系譜 (1),親鸞代々年譜 (1),,,
1238,,一画譜 (1),麗觱篥譜 (1),荒巻家家譜 (1),興教大師年譜 (1),,,
1239,,記年譜 (1),琵琶案譜 (1),新続御家譜 (1),上人香月系譜 (1),,,
1240,,秦樂譜 (1),蕉庵琴譜 (1),越智氏系譜 (1),本家共御系譜 (1),,,
1241,,蒙字譜 (1),捷要琴譜 (1),加藤家系譜 (1),養説附諸蘭譜 (1),,,
1242,,洋記譜 (1),八雲箏譜 (1),奇軒墨竹譜 (1),眺望山水畫譜 (1),,,
1243,,海画譜 (1),楽風俗譜 (1),盤渉調楽譜 (1),萬國旗章圖譜 (1),,,
1244,,里家譜 (1),治撰定譜 (1),渓花鳥画譜 (1),名産梅枝伝譜 (1),,,
1245,,公書譜 (1),草者舞譜 (1),國名所画譜 (1),訂合聲簡字譜 (1),,,
1246,,絃合譜 (1),朗詠歌譜 (1),十二支画譜 (1),唐土渡鳥圖譜 (1),,,
1247,,平調譜 (1),付物ノ譜 (1),山植物図譜 (1),良山銅章印譜 (1),,,
1248,,産図譜 (1),子琵琶譜 (1),多野家畧譜 (1),伊亜相公印譜 (1),,,
1249,,蕃旗譜 (1),楽假名譜 (1),家山水画譜 (1),東皐禪師琴譜 (1),,,
1250,,曲琴譜 (1),右舞略譜 (1),漢山水画譜 (1),梅崖先生年譜 (1),,,
